g77_and_oecd_countries,time,income_mountain_50bracket_shape_for_log
g77,1879,"84572,127397,187570,274460,398803,592557,918439,1492489,2532676,4509953,8347733,15550559,28102223,48541099,79724346,114852702,140042409,140686583,119498578,87176412,56461367,34198418,20066564,11630306,6709474,3863320,2223346,1293796,763762,462202,287502,183987,120546,80495,54087,36378,24262,15954,10320,6546,4060,2470,1462,845,470,254,134,67,27,13"
g77,1880,"72684,110659,164617,243181,353792,525108,810427,1313513,2232776,3987401,7417193,14062874,26451316,47767749,80643225,117129947,142400541,142304022,120828213,88327363,57161879,34472101,20143973,11640798,6699596,3851916,2214502,1288522,760825,460977,287196,184197,121035,81068,54643,36860,24655,16276,10555,6715,4183,2552,1506,876,489,265,142,71,30,13"
g77,1881,"66001,99919,149401,221497,321538,475509,730835,1181724,2014122,3624484,6824721,13149552,25273896,46852364,80604108,118377557,144466211,144566305,122838739,89780862,57866561,34652110,20130546,11590661,6648944,3808866,2178765,1260160,739092,444879,275845,176154,115452,77198,52029,35138,23537,15560,10121,6453,4025,2460,1457,847,471,257,139,69,28,12"
g77,1882,"60695,90037,133741,199369,290430,432192,669826,1094948,1889991,3448347,6599377,12942957,25240390,47128005,80818903,118636439,145277179,145888917,124295190,90807676,58419947,34921954,20289121,11700040,6725147,3855293,2206004,1276564,748506,449614,278044,176872,115458,76901,51646,34767,23223,15338,9971,6372,3986,2440,1460,852,478,263,140,70,31,14"
g77,1883,"60042,88917,130806,193842,280725,415998,642853,1051192,1822867,3354182,6489066,12839092,25137195,46860252,80342691,119318145,147034604,148152222,126126143,91726410,58625698,34871532,20215799,11658969,6710997,3852431,2204297,1274589,746445,447106,275657,174710,113748,75609,50740,34169,22842,15095,9833,6287,3943,2419,1454,852,482,265,139,69,29,11"
g77,1884,"56384,84030,122822,181617,262303,387719,597162,973945,1691475,3128608,6097646,12187051,24269015,46173591,80201504,120128196,148903896,150136205,127747577,92961307,59525568,35417317,20507843,11812298,6788150,3885539,2214484,1274698,742511,441872,270398,170059,110043,72777,48700,32738,21870,14452,9410,6021,3781,2323,1394,819,458,256,133,66,30,11"
g77,1885,"55402,82717,120370,177996,257303,381285,589237,964942,1679104,3103386,6023431,12001006,23898823,45583734,79253074,118967278,148613318,150915584,130193044,95775506,61425805,36420340,21002702,12067759,6931106,3970492,2263622,1301474,757001,448947,273747,171144,110184,72457,48306,32402,21623,14293,9309,5959,3743,2306,1393,821,465,261,137,68,30,13"
g77,1886,"53748,79842,115702,171485,248426,369459,573271,942778,1648451,3063733,5995424,12035356,24088044,46130570,80443443,121214537,151760233,153745106,131176615,94912602,60049226,35417545,20399049,11718327,6731161,3862799,2208347,1273149,741320,440226,268736,168239,108392,71322,47585,31920,21301,14085,9174,5878,3700,2281,1382,818,473,266,145,73,33,12"
g77,1887,"54538,81133,116968,173184,250993,373608,579810,952765,1658918,3067763,5972596,11953091,23880133,45671314,79361241,119003604,150185208,153588518,132965650,97998734,62962443,37356907,21492078,12321764,7068429,4050325,2316060,1335622,778682,461927,282040,176327,113530,74604,49773,33411,22305,14764,9623,6164,3878,2392,1448,847,489,276,151,74,35,13"
g77,1888,"56370,82948,119026,175254,253014,375206,579741,947727,1638277,3005792,5806195,11581954,23173234,44583674,78063302,117757012,150569698,155782821,135644513,100392211,64536071,38266101,21982292,12598554,7245806,4176054,2406518,1397872,821194,489374,299605,187341,120408,78885,52425,35093,23343,15397,10003,6382,3998,2456,1477,860,493,271,147,73,36,12"
g77,1889,"55295,81433,116946,172600,249782,371325,575344,942776,1629530,2980996,5740596,11437938,22867720,44073960,77875765,118736431,153132694,159382292,137866935,100740121,63940858,37579382,21528332,12341158,7114893,4116508,2385170,1393103,823371,493428,303337,190248,122494,80321,53433,35782,23831,15722,10227,6535,4095,2518,1513,886,500,276,146,72,34,13"
g77,1890,"55861,81875,117126,172588,249466,370632,574308,940663,1623681,2959430,5675229,11239471,22228923,42340650,74573204,114423713,150603049,160341384,141731304,105817632,67861131,39941214,22792612,13003228,7458323,4288792,2472333,1435421,845005,504100,308732,193323,124428,81685,54498,36598,24477,16221,10608,6823,4303,2658,1609,942,534,296,159,79,36,14"
g77,1891,"58055,84568,120317,176232,253544,374965,578963,946138,1633867,2986403,5754446,11461758,22871789,44037914,78114667,120583013,157633165,164815598,140751042,100703328,62899330,36723273,20998181,12024529,6925784,3996947,2310465,1348303,796705,478468,294746,185541,119845,78968,52750,35408,23635,15637,10201,6546,4114,2542,1531,897,513,280,153,77,32,14"
g77,1892,"63611,91765,129466,187557,267387,391705,597920,965247,1646689,2978677,5680413,11218934,22283525,42846901,76006700,116893509,153271290,162494911,143080012,106134547,67877781,39921691,22738231,12957723,7444497,4296138,2488942,1451758,858389,514158,315658,197547,126769,82862,55015,36815,24539,16232,10598,6809,4289,2657,1610,947,544,298,162,81,37,14"
g77,1893,"64255,92932,131485,190675,272925,400675,612660,987119,1679709,3030103,5754249,11319892,22415231,43001547,75902987,116137229,152259586,161930294,143735262,107977357,69638940,41072295,23385692,13314359,7649218,4421367,2568136,1499672,886835,530738,325333,203197,130041,84774,56163,37570,25054,16592,10846,6982,4413,2734,1658,980,564,313,169,86,42,15"
g77,1894,"70068,100196,140309,201063,285482,416170,632218,1012499,1715164,3086774,5852789,11469361,22582419,43043902,75664021,115852786,151908830,161770912,144529254,109516869,70945370,41831827,23784896,13537136,7796070,4535149,2657875,1564110,930563,558670,342617,213691,136171,88314,58146,38749,25792,17066,11167,7185,4546,2821,1716,1015,583,326,177,89,40,15"
g77,1895,"73010,103633,143824,203890,286978,415312,626713,1000858,1696260,3066589,5862641,11572792,22856995,43489596,76387389,117485938,153899529,163412532,145269657,109073583,70099969,41211648,23429982,13371294,7752810,4553542,2699183,1607201,966046,584568,360365,225477,143781,93238,61240,40718,27080,17923,11740,7579,4801,2989,1837,1090,635,356,195,102,48,18"
g77,1896,"74884,106507,148286,210640,297819,432755,655886,1050047,1780240,3215606,6132750,12059181,23736352,45143204,79478752,122710315,159397611,166822015,144230133,104764533,65846758,38352988,21833390,12535659,7342040,4368231,2622408,1582515,961081,587052,363977,228499,145850,94485,61914,41023,27235,17991,11778,7600,4827,3015,1848,1108,647,363,201,102,47,20"
g77,1897,"75687,108072,150897,214565,303584,440830,666684,1062956,1795957,3233198,6132429,11917383,22982713,42864966,74528190,114045139,148707398,159466907,146112348,115154913,76993649,46068327,26281874,14913455,8541251,4941786,2876043,1679724,993944,594802,363838,226799,144583,93963,62126,41584,27838,18533,12198,7924,5059,3173,1951,1167,687,388,215,109,54,23"
g77,1898,"79814,113184,157478,223150,315401,457903,692274,1103106,1858871,3331001,6284358,12136502,23250894,43184031,74917585,114243393,148565937,159416914,146625572,115954806,77800364,46638361,26637614,15143675,8701197,5059139,2955512,1731190,1029181,619172,380035,237154,150969,97916,64517,43073,28765,19114,12579,8158,5209,3269,2013,1210,711,400,228,115,58,24"
g77,1899,"82269,117355,163898,232687,329566,478755,723658,1150552,1932649,3456810,6506801,12539149,23988464,44614572,77656713,118769305,154254658,163805796,147421111,112506865,73130604,43172461,24623563,14110713,8232651,4871380,2902578,1728323,1037216,628966,388454,242932,154470,99762,65287,43297,28741,19004,12443,8050,5118,3209,1970,1186,698,395,223,115,55,25"
g77,1900,"87834,124781,174084,246819,349414,506946,764284,1209229,2019392,3581962,6669662,12709883,24123821,44717782,77912758,118248165,152707938,162066373,147514791,114848968,75769577,45029924,25732581,14715317,8531704,4995430,2930164,1720607,1022443,615351,378086,236086,150511,97703,64441,42999,28648,18999,12464,8070,5139,3218,1973,1188,691,390,217,115,49,22"
g77,1901,"93604,135800,190270,269116,379426,548238,821800,1293652,2147215,3782045,6988968,13164379,24613096,44933263,77693572,117727886,151930364,161645401,148412071,116628504,77369128,46056364,26332048,15071128,8743522,5125578,3011916,1771164,1053400,634266,389534,243115,154827,100378,66151,44121,29394,19500,12787,8274,5270,3306,2030,1218,718,405,226,118,54,22"
g77,1902,"97990,142701,199737,282398,398995,578277,869505,1370852,2271975,3983184,7306010,13628706,25153892,45187266,76756928,114394890,146538219,157211340,147973302,121025089,83116317,50346615,28882937,16449094,9463955,5506235,3210912,1875909,1110364,665154,406079,252630,160233,103699,68244,45437,30262,20055,13155,8523,5434,3418,2107,1271,748,425,237,124,58,25"
g77,1903,"103030,149409,209699,296257,418363,604812,906360,1421429,2336423,4057380,7376562,13715598,25345981,45543333,76976965,114236444,146358678,157645428,149180598,122466704,84407772,51322842,29510838,16825810,9705249,5677329,3335567,1959213,1162068,696036,424621,263627,166715,107313,70288,46653,31027,20578,13493,8754,5577,3506,2153,1306,770,442,249,129,59,25"
g77,1904,"105577,153139,215013,303653,429466,622013,936071,1477552,2449460,4293941,7843861,14548622,26555631,46757280,77382575,114150963,146378921,158055433,149842650,123219790,85030858,51692858,29694985,16930724,9791506,5760255,3415469,2024640,1208886,726512,444244,275962,174323,111843,72879,48152,31904,21083,13805,8918,5676,3562,2186,1326,782,446,255,129,63,27"
g77,1905,"106464,153972,214962,302673,426656,617283,929827,1476540,2465922,4347404,7929091,14638119,26721925,47488788,79527175,117634955,149479409,160477281,151053178,122075300,83134310,50327071,28940459,16596424,9682631,5756229,3460881,2083683,1261226,767275,475111,299665,192290,125411,82964,55660,37467,25158,16692,10906,6982,4386,2690,1606,931,518,287,143,70,31"
g77,1906,"104680,151421,210977,296947,418168,604890,911181,1450229,2433013,4308202,7875918,14563966,26761385,48006924,80532971,118362876,148899579,159753826,151426766,123475771,84854062,51761477,29906055,17199086,10063723,6007325,3627290,2192258,1330893,811679,503440,318296,204671,133874,88770,59699,40301,27117,18032,11795,7565,4748,2910,1740,1003,563,305,155,78,34"
g77,1907,"101850,148168,207019,292071,412842,599856,907534,1450911,2442178,4332219,7920550,14667499,27139286,49282839,83540374,123274725,154971976,164593253,153147942,120687749,80461117,48459080,28042477,16303550,9672966,5835687,3553879,2162719,1318858,807840,503395,319107,205815,134922,89621,60349,40735,27393,18200,11890,7614,4769,2916,1735,995,554,300,150,73,32"
g77,1908,"90387,134301,190779,272973,391347,576675,884601,1433115,2443142,4379255,8061205,14969938,27773787,50476112,84869654,123960748,154904236,164561903,153744059,121780571,81448705,49085923,28396723,16522817,9830377,5963238,3656859,2240879,1373688,843512,524969,332419,213993,140085,92852,62374,42016,28188,18699,12199,7812,4907,3002,1794,1039,581,319,162,81,38"
g77,1909,"81018,122028,174793,251165,361113,534684,826010,1350829,2329412,4222116,7851172,14707552,27416200,49882644,83207973,119934903,147522354,157070488,151189435,127937702,91153918,56719473,33043120,19049978,11180880,6706798,4063266,2467580,1499148,915106,564326,355200,227181,148128,98001,65738,44285,29714,19707,12869,8247,5173,3172,1897,1098,617,338,174,89,40"
g77,1910,"81930,123879,177611,255096,366374,541555,834875,1362713,2352499,4271935,7933833,14821599,27678423,50679823,84426989,121030111,148372837,157921334,152200026,128651920,91515521,56946393,33218644,19206375,11322055,6834399,4172224,2550288,1556899,952257,587086,368734,234542,151880,99706,66362,44467,29724,19676,12840,8238,5185,3195,1927,1129,643,357,191,96,46"
g77,1911,"83364,126601,181707,260268,371640,546063,837835,1362226,2353218,4279640,7962235,14909492,28012964,51581481,85610314,122150858,149667540,159328055,153471240,129286658,91590558,56886590,33210818,19275907,11410996,6907312,4220640,2578849,1573448,962085,593252,372645,237026,153576,100901,67209,45038,30059,19870,12938,8281,5198,3191,1920,1123,641,358,189,94,46"
g77,1912,"101187,151309,212986,298179,416303,597805,894748,1418615,2387542,4248813,7798035,14464490,26898151,49247597,82446966,119822966,150825559,162891581,157306129,132721495,93924650,58234268,33990884,19731924,11700345,7120913,4387340,2703802,1660952,1019562,629414,395067,250309,161228,105117,69502,46341,30849,20365,13264,8515,5364,3315,2013,1188,685,386,209,107,52"
g77,1913,"148749,218759,299268,403315,541613,744213,1061131,1597466,2551263,4332661,7697986,14003224,25677258,46731409,79199044,117670237,152703696,167663344,161767959,135653418,95225001,58784295,34380692,20054091,11948047,7287154,4489521,2761181,1694745,1040108,643077,404126,256187,165021,107595,71117,47319,31405,20651,13399,8557,5370,3304,1998,1167,665,373,200,98,47"
g77,1914,"195711,286343,387356,514714,680476,916213,1274369,1860734,2875501,4729364,8187586,14615153,26416857,47341432,78290240,114177502,148003622,163925293,160570697,138940496,100583037,63237998,37212101,21620786,12762338,7660582,4612027,2773790,1667065,1007671,615965,382231,239607,152671,98951,65068,42977,28296,18438,11871,7525,4683,2864,1718,1010,575,321,169,85,36"
g77,1915,"216437,314111,422025,556931,730906,975723,1343921,1939550,2960426,4816098,8311251,14915911,27232205,48828727,79542996,114846107,149646668,166099362,162296850,139320451,99844616,62407233,36733299,21467108,12760371,7699528,4653441,2802011,1685647,1017919,621738,384466,239660,151575,97309,63341,41402,26982,17410,11099,6977,4315,2618,1566,916,520,290,153,74,33"
g77,1916,"222116,325707,440333,583091,768583,1031039,1427304,2067171,3152891,5096246,8720549,15527367,28081612,49377385,78981655,113032205,146867903,163967861,162024936,141503558,103200839,65303820,38684405,22652625,13484699,8140460,4918053,2964502,1788270,1086328,667358,414726,259146,163694,104943,68009,44258,28699,18465,11749,7382,4581,2803,1691,1001,578,322,166,79,36"
g77,1917,"244352,359160,484435,638480,836591,1113527,1527261,2188195,3299891,5273741,8936892,15783303,28344752,49549701,79156231,113725657,148582321,166027588,163783867,142265612,103213530,65218148,38730016,22789168,13600548,8197706,4936099,2962800,1783804,1083472,666078,414293,259017,164030,105445,68455,44572,28896,18584,11807,7410,4583,2792,1675,983,561,309,162,77,34"
g77,1918,"241184,357961,485149,641645,843503,1126945,1550822,2230584,3371449,5401152,9164242,16204962,29203223,51350148,82986738,121166330,160107811,176455400,168084960,136624782,93434164,57440109,34135539,20466188,12534560,7758726,4794451,2933229,1793999,1101031,683698,426841,267100,168325,107212,69057,44647,28762,18375,11596,7229,4436,2688,1602,936,533,294,155,69,29"
g77,1919,"232218,348020,476830,632148,831605,1110159,1525998,2189509,3302575,5271356,8913027,15698271,28163237,49352480,79492575,115322751,152025674,169920094,167016154,144400945,104456895,66015836,39309664,23260724,14025586,8593998,5268179,3204365,1944797,1184401,727975,451738,280832,175972,111478,71681,46352,29930,19157,12120,7560,4652,2811,1677,977,557,307,159,74,31"
g77,1920,"254324,377588,515725,679600,888309,1176567,1604948,2284379,3424160,5432879,9142742,16054074,28716515,50318984,81657492,119815780,159338491,176813204,170515189,141867849,99050189,61519085,36638581,21931722,13415343,8328542,5171942,3174835,1943830,1192727,738494,460715,287334,180100,113781,72968,47091,30341,19399,12238,7624,4675,2825,1680,978,557,308,161,77,34"
g77,1921,"232421,347647,476539,630539,829425,1107882,1528040,2203246,3350967,5389096,9147134,16112894,28793914,50137801,80752474,117754956,155986262,173949494,170104886,145932455,104760640,65919452,39280574,23359802,14193952,8777375,5430237,3326448,2030639,1243082,766954,477685,297563,186182,117400,75239,48571,31346,20045,12667,7883,4834,2917,1729,1012,575,315,168,80,34"
g77,1922,"174052,263698,366826,494779,666823,916532,1309476,1962234,3098927,5147738,8927894,15913919,28563824,49859538,80603229,117624348,155531095,173446595,170275717,148357326,108285617,68784837,41102872,24444317,14869470,9234663,5743731,3536826,2161773,1323676,815047,507062,315307,196782,123506,78814,50797,32813,21026,13326,8326,5122,3109,1859,1092,629,345,189,91,39"
g77,1923,"154998,235664,327987,445077,604775,839491,1215066,1848318,2965690,5003496,8791344,15831500,28658384,50402480,82043016,120496391,160269161,178329875,173577973,148143506,105924299,66494391,39687556,23761404,14603941,9190903,5814742,3640229,2257328,1396853,866394,541618,337425,210276,131288,83089,53309,34310,21974,13900,8687,5346,3247,1948,1150,668,369,208,98,46"
