STAFF_NAME;College Name;Department;TEACH_TIME;TOTAL_VALID_TIME;PU 2012;PU 2013;PU 2014
anonymous teacher 3758709;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;579;579;;;
anonymous teacher 37678910;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;871.24;1003.24;;;12
anonymous teacher 37699838;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;841.36;861.36;120;;
anonymous teacher 37706531;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;579;579;;;
anonymous teacher 37722572;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1707;1707;;;
anonymous teacher 37737018;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;1424.23;1654.23;;8;50.95
anonymous teacher 37757211;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;58.26;58.26;;;
anonymous teacher 3784080;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;295.85;985.85;76;288;77.8
anonymous teacher 37873151;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;297;297;;;
anonymous teacher 37876742;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;928.5;928.5;;;
anonymous teacher 37882851;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1632.5;1632.5;;;
anonymous teacher 37898199;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;145;145;;60;
anonymous teacher 3789886;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";706.5;774.5;90;38;19.8
anonymous teacher 37927549;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;455.79;455.79;;;
anonymous teacher 38007450;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";485;809;60;;19.8
anonymous teacher 38061753;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;1073.5;1163.5;;8;
anonymous teacher 38067455;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;109.5;109.5;;;
anonymous teacher 38085041;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";756.37;2136.37;480.2;763.2;761.2
anonymous teacher 38102361;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;90;90;;;
anonymous teacher 38118576;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";417.37;417.37;8.4;72;69.6
anonymous teacher 38159123;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";419;419;;;
anonymous teacher 38182706;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;981.07;1162.07;;7.5;19.8
anonymous teacher 38200172;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;66;66;;;
anonymous teacher 3821697;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 38229353;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";571.37;1329.37;193.8;176;280
anonymous teacher 38235461;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 38239139;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";113.88;113.88;;;
anonymous teacher 38255940;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;91.12;91.12;;;
anonymous teacher 38349197;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;795;795;;;
anonymous teacher 38430000;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";487.75;963.75;;;12
anonymous teacher 38445364;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";276.73;276.73;;;
anonymous teacher 38453224;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";440.5;440.5;;;
anonymous teacher 38488006;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";2001.74;2001.74;;;
anonymous teacher 38525466;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";981.12;1716.12;;;117.8
anonymous teacher 38529019;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;755.7;1296.7;30;15;60
anonymous teacher 38547814;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;559.12;559.12;;;
anonymous teacher 38565296;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;1049.99;1274.99;;;
anonymous teacher 38582529;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";0;180;226;302;393.6
anonymous teacher 38610116;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;36;126;129.6;105;87.6
anonymous teacher 38610253;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1525.5;2043.5;94.2;19.8;167.4
anonymous teacher 38643464;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;112.5;112.5;;;
anonymous teacher 38677552;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";692.24;872.24;;30;
anonymous teacher 38734131;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;4737.49;4817.49;15.5;31.3;
anonymous teacher 3874071;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;3695.92;3895.92;;60;30
anonymous teacher 38768240;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;2682;2682;;;
anonymous teacher 38788513;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;849.9;1053.9;84.6;8;
anonymous teacher 38800498;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";676.71;676.71;;;
anonymous teacher 38872498;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;127.5;127.5;225.2;137.2;157.8
anonymous teacher 38884196;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";979.5;979.5;;;
anonymous teacher 38911522;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;48;48;;;
anonymous teacher 38934979;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;906.37;1295.37;8;210;196
anonymous teacher 3895784;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;733.21;733.21;;;
anonymous teacher 38961513;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;1166;1166;;;
anonymous teacher 39004682;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";564;1032;4;16;30
anonymous teacher 39036441;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;1291.32;1291.32;447.8;342;305.2
anonymous teacher 39056462;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1526.05;1526.05;;;
anonymous teacher 39067743;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";744.49;744.49;;;
anonymous teacher 39098987;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;0;495;192;205;212
anonymous teacher 39128195;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;660.02;660.02;;;
anonymous teacher 39135982;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;90;90;;;
anonymous teacher 39144978;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;620.99;755.99;16;;8
anonymous teacher 39160617;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;95.25;95.25;;;
anonymous teacher 39189214;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1017.25;1292.25;;2.4;8
anonymous teacher 39191190;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 39223226;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;107.34;107.34;;;
anonymous teacher 39234755;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";423;423;;60;30
anonymous teacher 39354582;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;679.25;679.25;;;
anonymous teacher 3937959;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;141;141;;;
anonymous teacher 39452240;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";179;179;;7.5;
anonymous teacher 3945739;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;337;337;;;
anonymous teacher 39476373;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 39557515;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;316;316;;;
anonymous teacher 39599275;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;0;158;130.6;99.6;208.2
anonymous teacher 39610094;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";943.5;943.5;;;
anonymous teacher 39647774;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;121.5;121.5;;;
anonymous teacher 39662897;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 39680472;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;979.5;979.5;;;
anonymous teacher 39789736;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3236.62;3236.62;;;
anonymous teacher 39810904;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;251.12;859.12;62.2;121.5;90.8
anonymous teacher 39853188;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";879;879;;;
anonymous teacher 39906920;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1032;1032;;;
anonymous teacher 39933892;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;592.78;592.78;60;12;150
anonymous teacher 39955655;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";447.62;447.62;;;
anonymous teacher 39961107;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;94.72;94.72;;;
anonymous teacher 39964077;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1101;1101;;;
anonymous teacher 39985438;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";85.5;85.5;;;
anonymous teacher 40016965;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;231.5;231.5;;;
anonymous teacher 40020417;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;64.37;64.37;;;
anonymous teacher 40027599;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";433.62;433.62;;;
anonymous teacher 40029441;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";804;804;;;
anonymous teacher 40054721;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";406.12;406.12;;;
anonymous teacher 40079463;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";472.24;1051.24;60;47.1;272
anonymous teacher 40122465;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;35.37;35.37;;;
anonymous teacher 40135438;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;13.5;13.5;;;
anonymous teacher 40146873;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;702.74;702.74;;;
anonymous teacher 40209078;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;203.25;203.25;;;
anonymous teacher 40299162;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";951;951;;;
anonymous teacher 40328688;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;633;633;;;
anonymous teacher 40346408;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";36;36;;;
anonymous teacher 40355770;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1130.84;1262.84;;;8
anonymous teacher 40387749;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;654.33;699.33;;;
anonymous teacher 40392777;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";419.5;419.5;;;
anonymous teacher 40444890;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3236.62;3236.62;;;
anonymous teacher 40450424;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;403.75;403.75;;;
anonymous teacher 40452409;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;159;159;;;
anonymous teacher 40461854;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;195.82;195.82;;;
anonymous teacher 40560283;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";247.37;247.37;;;
anonymous teacher 4058418;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;758.02;1053.02;8;60;76
anonymous teacher 40590496;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;334.12;334.12;;;
anonymous teacher 40625085;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;205.12;205.12;;;
anonymous teacher 40653543;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;42;42;;;
anonymous teacher 40663489;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;121.37;189.37;275.8;102.4;180
anonymous teacher 40700540;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;1546.12;1930.12;190.4;156.6;113.08
anonymous teacher 40721104;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1278.48;1312.48;;;
anonymous teacher 40738464;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;936.82;1004.82;;;
anonymous teacher 4078952;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;699.33;699.33;;;
anonymous teacher 40972967;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";892.12;997.12;;;
anonymous teacher 40979124;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";360.28;360.28;;;
anonymous teacher 40993519;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";581;581;;;
anonymous teacher 41003946;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;542.75;542.75;;;
anonymous teacher 41007258;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;292.12;292.12;;;
anonymous teacher 41047113;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;452.5;452.5;;;
anonymous teacher 4106790;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";123.75;157.75;;;
anonymous teacher 41090163;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";231.74;557.74;240;263;166
anonymous teacher 41094741;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;301.5;301.5;;;
anonymous teacher 41124145;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;98.79;305.79;120;180;196
anonymous teacher 41255872;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 41264498;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;1409.8;1409.8;90;73.6;79.8
anonymous teacher 4130542;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;556.25;556.25;;;
anonymous teacher 41313733;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;505.96;706.96;15;60;90
anonymous teacher 41323214;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";631.87;631.87;;;
anonymous teacher 4133524;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";2092.5;2092.5;;;
anonymous teacher 41387169;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;126;126;;;
anonymous teacher 41392382;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;58.12;58.12;;;
anonymous teacher 41415619;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;95.5;95.5;62.6;57.8;35.28
anonymous teacher 41421097;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";2039;2039;;;
anonymous teacher 4143321;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";468.62;468.62;;;
anonymous teacher 41486423;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;90.82;90.82;;;
anonymous teacher 41493610;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;414.52;730.52;;15;31
anonymous teacher 41512199;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;1539.68;1839.68;;;
anonymous teacher 41522588;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";515.99;594.99;;;
anonymous teacher 41523393;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1740.75;1740.75;;;
anonymous teacher 41535394;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";105;105;;;
anonymous teacher 41555431;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";275.25;275.25;;;
anonymous teacher 41569642;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";356.5;356.5;;;
anonymous teacher 41652966;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;62.98;62.98;;;
anonymous teacher 4167096;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;208;208;;8;
anonymous teacher 4167732;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1007.89;1279.89;30;;
anonymous teacher 4168366;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;821.17;911.17;;;8
anonymous teacher 41714820;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;54;54;;;
anonymous teacher 41753957;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;282.5;282.5;;;
anonymous teacher 41754423;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;771;771;;;
anonymous teacher 41779646;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;153.51;153.51;;;
anonymous teacher 41786194;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";84.25;580.25;;;60
anonymous teacher 41793377;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;90;90;;;
anonymous teacher 41794343;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";586.71;586.71;;;
anonymous teacher 41830317;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";154.5;154.5;;;
anonymous teacher 41839193;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";0;777;;;
anonymous teacher 41843219;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;553;575;;;15
anonymous teacher 41852978;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";264.75;264.75;;;
anonymous teacher 41859559;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;623.95;721.95;;24;32
anonymous teacher 41877352;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;292.5;292.5;;;
anonymous teacher 41879639;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;687;687;;;
anonymous teacher 41880986;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;390;390;;;
anonymous teacher 41884362;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";447.62;447.62;;;
anonymous teacher 42008941;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;450;450;;;
anonymous teacher 42049456;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;467.25;467.25;;;16
anonymous teacher 42067298;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;170.06;397.06;54.95;136;162
anonymous teacher 42068774;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";49.5;49.5;;;
anonymous teacher 42104649;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";440;440;;;
anonymous teacher 42123194;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;90;90;;;
anonymous teacher 42143798;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";240.16;240.16;;;
anonymous teacher 42165633;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;255;435;30;30;62
anonymous teacher 4219012;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;1249.65;1317.65;;34.8;30
anonymous teacher 42192328;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";390.62;390.62;;;
anonymous teacher 42219573;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;25;25;;;
anonymous teacher 42280061;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";2516.75;2516.75;;;
anonymous teacher 42307194;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;264.25;874.25;165;207.1;108
anonymous teacher 42316878;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;316.87;316.87;;;
anonymous teacher 4234581;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;116.24;116.24;;;
anonymous teacher 42358082;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;800.52;800.52;;;11.4
anonymous teacher 42403609;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;162;297;79.8;30;151.8
anonymous teacher 42429970;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;208.82;682.82;;;
anonymous teacher 42430798;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;1141.5;1141.5;;;12.6
anonymous teacher 42431281;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;1086.75;1086.75;;;
anonymous teacher 42446861;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";747;747;;;
anonymous teacher 42465791;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;940;1878;;19.8;68
anonymous teacher 42473416;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";3336.87;3336.87;;;
anonymous teacher 42573437;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;748.5;748.5;;;
anonymous teacher 42619515;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";221.75;221.75;;;
anonymous teacher 42631991;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;520.5;520.5;;;
anonymous teacher 4265958;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";59.25;59.25;;;
anonymous teacher 42776322;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;267.37;357.37;;;
anonymous teacher 42821831;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";574.25;634.25;;16;
anonymous teacher 42822475;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";51.75;773.25;45.76;80.8;224.4
anonymous teacher 42840599;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;448.5;448.5;;;
anonymous teacher 42844642;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;204;204;;;
anonymous teacher 42875287;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;40.5;108.5;;30;69.6
anonymous teacher 42876463;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;112.5;112.5;;;
anonymous teacher 42929666;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;1046.48;1316.48;76;149.4;46.8
anonymous teacher 42936216;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";918.5;918.5;;;
anonymous teacher 4300291;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;85.88;85.88;;;
