country,time,female_hos
tto,1993,Never had a female head of state
tto,1994,Never had a female head of state
tto,1995,Never had a female head of state
tto,1996,Never had a female head of state
tto,1997,Never had a female head of state
tto,1998,Never had a female head of state
tto,1999,Never had a female head of state
tto,2000,Never had a female head of state
tto,2001,Never had a female head of state
tto,2002,Never had a female head of state
tto,2003,Never had a female head of state
tto,2004,Never had a female head of state
tto,2005,Never had a female head of state
tto,2006,Never had a female head of state
tto,2007,Never had a female head of state
tto,2008,Never had a female head of state
tto,2009,Never had a female head of state
tto,2010,Had a female head of state
tto,2011,Had a female head of state
tto,2012,Had a female head of state
tto,2013,Had a female head of state
tto,2014,Had a female head of state
tto,2015,Had a female head of state
tto,2016,Had a female head of state
tto,2017,Had a female head of state
tto,2018,Had a female head of state
tto,2019,Had a female head of state
tun,1953,Never had a female head of state
tun,1954,Never had a female head of state
tun,1955,Never had a female head of state
tun,1956,Never had a female head of state
tun,1957,Never had a female head of state
tun,1958,Never had a female head of state
tun,1959,Never had a female head of state
tun,1960,Never had a female head of state
tun,1961,Never had a female head of state
tun,1962,Never had a female head of state
tun,1963,Never had a female head of state
tun,1964,Never had a female head of state
tun,1965,Never had a female head of state
tun,1966,Never had a female head of state
tun,1967,Never had a female head of state
tun,1968,Never had a female head of state
tun,1969,Never had a female head of state
tun,1970,Never had a female head of state
tun,1971,Never had a female head of state
tun,1972,Never had a female head of state
tun,1973,Never had a female head of state
tun,1974,Never had a female head of state
tun,1975,Never had a female head of state
tun,1976,Never had a female head of state
tun,1977,Never had a female head of state
tun,1978,Never had a female head of state
tun,1979,Never had a female head of state
tun,1980,Never had a female head of state
tun,1981,Never had a female head of state
tun,1982,Never had a female head of state
tun,1983,Never had a female head of state
tun,1984,Never had a female head of state
tun,1985,Never had a female head of state
tun,1986,Never had a female head of state
tun,1987,Never had a female head of state
tun,1988,Never had a female head of state
tun,1989,Never had a female head of state
tun,1990,Never had a female head of state
tun,1991,Never had a female head of state
tun,1992,Never had a female head of state
tun,1993,Never had a female head of state
tun,1994,Never had a female head of state
tun,1995,Never had a female head of state
tun,1996,Never had a female head of state
tun,1997,Never had a female head of state
tun,1998,Never had a female head of state
tun,1999,Never had a female head of state
tun,2000,Never had a female head of state
tun,2001,Never had a female head of state
tun,2002,Never had a female head of state
tun,2003,Never had a female head of state
tun,2004,Never had a female head of state
tun,2005,Never had a female head of state
tun,2006,Never had a female head of state
tun,2007,Never had a female head of state
tun,2008,Never had a female head of state
tun,2009,Never had a female head of state
tun,2010,Never had a female head of state
tun,2011,Never had a female head of state
tun,2012,Never had a female head of state
tun,2013,Never had a female head of state
tun,2014,Never had a female head of state
tun,2015,Never had a female head of state
tun,2016,Never had a female head of state
tun,2017,Never had a female head of state
tun,2018,Never had a female head of state
tun,2019,Never had a female head of state
tun,2020,Never had a female head of state
tun,2021,Never had a female head of state
tur,1953,Never had a female head of state
tur,1954,Never had a female head of state
tur,1955,Never had a female head of state
tur,1956,Never had a female head of state
tur,1957,Never had a female head of state
tur,1958,Never had a female head of state
tur,1959,Never had a female head of state
tur,1960,Never had a female head of state
tur,1961,Never had a female head of state
tur,1962,Never had a female head of state
tur,1963,Never had a female head of state
tur,1964,Never had a female head of state
tur,1965,Never had a female head of state
tur,1966,Never had a female head of state
tur,1967,Never had a female head of state
tur,1968,Never had a female head of state
tur,1969,Never had a female head of state
tur,1970,Never had a female head of state
tur,1971,Never had a female head of state
tur,1972,Never had a female head of state
tur,1973,Never had a female head of state
tur,1974,Never had a female head of state
tur,1975,Never had a female head of state
tur,1976,Never had a female head of state
tur,1977,Never had a female head of state
tur,1978,Never had a female head of state
tur,1979,Never had a female head of state
tur,1980,Never had a female head of state
tur,1981,Never had a female head of state
tur,1982,Never had a female head of state
tur,1983,Never had a female head of state
tur,1984,Never had a female head of state
tur,1985,Never had a female head of state
tur,1986,Never had a female head of state
tur,1987,Never had a female head of state
tur,1988,Never had a female head of state
tur,1989,Never had a female head of state
tur,1990,Never had a female head of state
tur,1991,Never had a female head of state
tur,1992,Never had a female head of state
tur,1993,Had a female head of state
tur,1994,Had a female head of state
tur,1995,Had a female head of state
tur,1996,Had a female head of state
tur,1997,Had a female head of state
tur,1998,Had a female head of state
tur,1999,Had a female head of state
tur,2000,Had a female head of state
tur,2001,Had a female head of state
tur,2002,Had a female head of state
tur,2003,Had a female head of state
tur,2004,Had a female head of state
tur,2005,Had a female head of state
tur,2006,Had a female head of state
tur,2007,Had a female head of state
tur,2008,Had a female head of state
tur,2009,Had a female head of state
tur,2010,Had a female head of state
tur,2011,Had a female head of state
tur,2012,Had a female head of state
tur,2013,Had a female head of state
tur,2014,Had a female head of state
tur,2015,Had a female head of state
tur,2016,Had a female head of state
tur,2017,Had a female head of state
tur,2018,Had a female head of state
tur,2019,Had a female head of state
tuv,1953,Never had a female head of state
tuv,1954,Never had a female head of state
